numero_de_cliente,foto_mes,active_quarter,cliente_vip,internet,cliente_edad,cliente_antiguedad,mrentabilidad,mrentabilidad_annual,mcomisiones,mactivos_margen,mpasivos_margen,cproductos,tcuentas,ccuenta_corriente,mcuenta_corriente_adicional,mcuenta_corriente,ccaja_ahorro,mcaja_ahorro,mcaja_ahorro_adicional,mcaja_ahorro_dolares,cdescubierto_preacordado,mcuentas_saldo,ctarjeta_debito,ctarjeta_debito_transacciones,mautoservicio,ctarjeta_visa,ctarjeta_visa_transacciones,mtarjeta_visa_consumo,ctarjeta_master,ctarjeta_master_transacciones,mtarjeta_master_consumo,cprestamos_personales,mprestamos_personales,cprestamos_prendarios,mprestamos_prendarios,cprestamos_hipotecarios,mprestamos_hipotecarios,cplazo_fijo,mplazo_fijo_dolares,mplazo_fijo_pesos,cinversion1,minversion1_pesos,minversion1_dolares,cinversion2,minversion2,cseguro_vida,cseguro_auto,cseguro_vivienda,cseguro_accidentes_personales,ccaja_seguridad,cpayroll_trx,mpayroll,mpayroll2,cpayroll2_trx,ccuenta_debitos_automaticos,mcuenta_debitos_automaticos,ctarjeta_visa_debitos_automaticos,mttarjeta_visa_debitos_automaticos,ctarjeta_master_debitos_automaticos,mttarjeta_master_debitos_automaticos,cpagodeservicios,mpagodeservicios,cpagomiscuentas,mpagomiscuentas,ccajeros_propios_descuentos,mcajeros_propios_descuentos,ctarjeta_visa_descuentos,mtarjeta_visa_descuentos,ctarjeta_master_descuentos,mtarjeta_master_descuentos,ccomisiones_mantenimiento,mcomisiones_mantenimiento,ccomisiones_otras,mcomisiones_otras,cforex,cforex_buy,mforex_buy,cforex_sell,mforex_sell,ctransferencias_recibidas,mtransferencias_recibidas,ctransferencias_emitidas,mtransferencias_emitidas,cextraccion_autoservicio,mextraccion_autoservicio,ccheques_depositados,mcheques_depositados,ccheques_emitidos,mcheques_emitidos,ccheques_depositados_rechazados,mcheques_depositados_rechazados,ccheques_emitidos_rechazados,mcheques_emitidos_rechazados,tcallcenter,ccallcenter_transacciones,thomebanking,chomebanking_transacciones,ccajas_transacciones,ccajas_consultas,ccajas_depositos,ccajas_extracciones,ccajas_otras,catm_trx,matm,catm_trx_other,matm_other,ctrx_quarter,tmobile_app,cmobile_app_trx,Master_delinquency,Master_status,Master_mfinanciacion_limite,Master_Fvencimiento,Master_Finiciomora,Master_msaldototal,Master_msaldopesos,Master_msaldodolares,Master_mconsumospesos,Master_mconsumosdolares,Master_mlimitecompra,Master_madelantopesos,Master_madelantodolares,Master_fultimo_cierre,Master_mpagado,Master_mpagospesos,Master_mpagosdolares,Master_fechaalta,Master_mconsumototal,Master_cconsumos,Master_cadelantosefectivo,Master_mpagominimo,Visa_delinquency,Visa_status,Visa_mfinanciacion_limite,Visa_Fvencimiento,Visa_Finiciomora,Visa_msaldototal,Visa_msaldopesos,Visa_msaldodolares,Visa_mconsumospesos,Visa_mconsumosdolares,Visa_mlimitecompra,Visa_madelantopesos,Visa_madelantodolares,Visa_fultimo_cierre,Visa_mpagado,Visa_mpagospesos,Visa_mpagosdolares,Visa_fechaalta,Visa_mconsumototal,Visa_cconsumos,Visa_cadelantosefectivo,Visa_mpagominimo,clase_ternaria
621370541,202102,1,0,0,60,155,286.15,8689.75,506.12,-259.87,72.34,7,1,1,0.0,-864.55,2,4182.68,0.0,23028.51,1,32333.63,2,0,0.0,1,4,6134.93,1,0,0.0,3,47775.3,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,723.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,682.47,10,506.12,1,0,0.0,1,117.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,41,0,0,0,0,0,0,0.0,0,0.0,65,0,1,0,0,63342.0,-305,,0.0,0.0,0.0,,,70380.0,,,-3,0.0,,,4100,,,,0.0,0,0,177357.6,-1035,,5244.55,6151.85,0.0,0.0,0.0,197064.0,0.0,0.0,-3,0.0,-11208.33,0.0,4100,0.0,0,0,1876.8,CONTINUA
621370541,202103,1,0,0,60,156,487.39,8009.8,803.04,-294.27,25.17,7,1,1,0.0,-942.88,2,1521.0,0.0,43583.4,1,53499.27,2,0,0.0,1,6,10384.97,1,0,0.0,3,44556.51,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,4,1316.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,887.02,11,803.04,2,0,0.0,2,234.6,0,0.0,1,117.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,88,0,0,0,0,0,0,0.0,0,0.0,71,0,1,0,0,63342.0,-274,,0.0,0.0,0.0,,,70380.0,,,1,0.0,,,4131,,,,0.0,0,0,177357.6,-1004,,8862.2,10395.36,0.0,0.0,0.0,197064.0,0.0,0.0,1,0.0,-6151.85,0.0,4131,0.0,0,0,2146.59,CONTINUA
621370541,202104,1,0,0,61,157,1510.34,8882.88,1462.62,2.82,37.86,7,1,1,0.0,-710.13,2,2584.11,0.0,54947.91,1,73294.41,2,0,0.0,1,8,11220.61,1,0,0.0,3,41187.9,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,3,1182.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1622.81,4,1462.62,0,0,0.0,0,0.0,1,12.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,79,0,0,0,0,0,0,0.0,0,0.0,75,0,0,0,0,63342.0,-244,,0.0,0.0,0.0,,,70380.0,,,2,0.0,,,4161,,,,0.0,0,0,177357.6,-974,,9575.31,11231.83,0.0,527.85,0.0,197064.0,0.0,0.0,2,0.0,-10395.36,0.0,4161,527.85,1,0,2205.24,CONTINUA
621370541,202105,1,0,0,61,158,1773.16,9851.44,1503.25,172.61,57.49,7,1,1,0.0,-139.57,2,4357.78,0.0,62382.15,1,66247.06,2,0,0.0,1,6,9899.26,1,0,0.0,3,37661.87,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,1047.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1622.81,4,1503.25,1,0,0.0,1,82.11,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,66,0,0,0,0,0,0,0.0,0,0.0,78,0,0,0,0,63342.0,-213,,0.0,0.0,0.0,,,70380.0,,,5,0.0,,,4192,,,,0.0,0,0,177357.6,-943,,8451.36,9913.44,0.0,0.0,0.0,197064.0,0.0,0.0,5,0.0,-11231.83,0.0,4192,0.0,0,0,2099.67,CONTINUA
621370541,202106,1,0,0,61,159,1981.07,11088.52,1898.06,-206.5,277.27,7,1,1,0.0,-37.94,2,2769.45,0.0,64083.54,1,64376.93,2,0,0.0,1,8,18397.3,1,0,0.0,3,33970.37,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,3,1267.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,,0,0.0,1,1947.36,4,1898.06,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,65,0,0,0,0,0,0,0.0,0,0.0,64,0,0,0,0,63342.0,-183,,0.0,0.0,0.0,,,70380.0,,,0,0.0,,,4222,,,,0.0,0,0,177357.6,-913,,15704.19,18421.01,0.0,8551.17,0.0,197064.0,0.0,0.0,0,0.0,-9913.44,0.0,4222,8551.17,2,0,2252.16,CONTINUA
621527843,202101,1,0,0,38,190,4268.99,29477.95,3021.98,258.62,804.47,7,1,1,0.0,-59837.07,2,3644.25,0.0,0.0,1,-106464.95,1,19,51274.23,1,3,15056.96,1,0,0.0,0,0.0,1,178500.65,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,18187.0,0,0.0,0,0.0,0,0.0,6,51212.19,0,0.0,0,0.0,0,0.0,0,0.0,14,3021.98,1,0,0.0,1,234.6,2,125060.29,3,11730.0,9,19354.5,8,427131.59,0,0.0,0,0.0,0,0.0,0,0,1,101,1,0,1,1,0,9,19354.5,0,0.0,230,0,0,0,0,414256.68,-1641,,0.0,0.0,0.0,,,460285.2,,,4,0.0,,,193,,,,0.0,0,0,414256.68,-2006,,12990.33,15237.65,0.0,13102.16,0.0,460285.2,0.0,0.0,4,0.0,0.0,0.0,193,13102.16,2,0,891.48,CONTINUA
621527843,202102,1,0,0,38,191,1787.45,28834.93,564.33,558.33,484.4,7,1,1,0.0,-113414.94,2,0.0,0.0,0.0,1,-116948.6,1,1,2932.5,1,22,59362.09,1,0,0.0,0,0.0,1,143797.75,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,2,18463.48,0,0.0,0,0.0,0,0.0,2,27911.6,0,0.0,0,0.0,0,0.0,0,0.0,10,564.33,0,0,0.0,0,0.0,2,99857.16,1,10439.7,5,32022.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,70,0,0,0,0,0,4,30146.1,1,1876.8,205,0,0,0,0,428936.18,-1613,,0.0,0.0,0.0,,,476595.76,,,-3,0.0,,,221,,,,0.0,0,0,428936.18,-1978,,51214.35,60074.43,0.0,48989.93,0.0,476595.76,0.0,0.0,-3,0.0,-15237.65,0.0,221,48989.93,14,0,3460.35,CONTINUA
621527843,202103,1,0,0,38,192,1638.57,28066.8,652.53,202.61,638.0,7,1,1,0.0,-104079.24,2,0.0,0.0,0.0,1,-114727.25,1,1,12385.75,1,14,34275.32,1,0,0.0,0,0.0,1,108603.22,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,3628.41,0,0.0,0,0.0,0,0.0,5,48746.78,0,0.0,0,0.0,0,0.0,0,0.0,10,652.53,0,0,0.0,0,0.0,3,140248.98,1,1173.0,5,12316.5,1,58556.62,0,0.0,0,0.0,0,0.0,0,0,1,122,0,0,0,0,0,3,8211.0,2,4105.5,174,0,0,0,0,436988.54,-1582,,0.0,0.0,0.0,,,485542.82,,,1,0.0,,,252,,,,0.0,0,0,436988.54,-1947,,24195.12,28380.87,0.0,21205.47,0.0,485542.82,0.0,0.0,1,0.0,-66534.87,0.0,252,21205.47,5,0,0.0,CONTINUA
621527843,202104,1,0,0,39,193,2300.78,27173.15,1206.78,304.34,628.31,7,1,1,0.0,-107973.99,2,0.0,0.0,0.0,1,-112847.22,1,1,1994.1,1,18,72166.53,1,0,0.0,0,0.0,1,36711.33,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,5,57587.03,0,0.0,0,0.0,0,0.0,0,0.0,6,1206.78,0,0,0.0,0,0.0,2,121477.72,0,0.0,7,8914.8,2,122014.38,0,0.0,0,0.0,0,0.0,0,0,1,69,0,0,0,0,0,4,5278.5,3,3636.3,133,0,0,0,0,444185.77,-1552,,0.0,0.0,0.0,,,493539.75,,,2,0.0,,,282,,,,0.0,0,0,444185.77,-1917,,62141.33,72891.78,0.0,47164.65,0.0,493539.75,0.0,0.0,2,0.0,-28380.87,0.0,282,47164.65,8,0,5384.07,CONTINUA
621527843,202105,1,0,0,39,194,1336.22,25968.6,756.92,-51.07,544.93,7,1,1,0.0,-102588.3,2,0.0,0.0,0.0,1,-113993.89,1,6,6282.44,1,16,63534.39,1,0,0.0,0,0.0,1,36711.33,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,3628.41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,756.92,0,0,0.0,0,0.0,0,0.0,0,0.0,9,36363.0,2,154156.64,0,0.0,0,0.0,0,0.0,0,0,1,23,0,0,0,0,0,7,31084.5,2,5278.5,123,0,0,0,0,449078.94,-1521,,0.0,0.0,0.0,,,498976.6,,,5,0.0,,,313,,,,0.0,0,0,449078.94,-1886,,55414.06,65000.69,0.0,40844.48,0.0,498976.6,0.0,0.0,5,0.0,-72891.78,0.0,313,40844.48,8,0,5782.89,CONTINUA
621527843,202106,1,0,0,39,195,2227.62,25574.63,1046.02,4.91,1002.42,6,1,1,0.0,-80967.95,2,385.98,0.0,0.0,1,-111931.33,1,3,7002.82,1,27,109118.11,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,1,16593.28,0,0.0,0,0.0,0,0.0,4,52743.72,0,0.0,2,,0,0.0,0,0.0,8,1046.02,0,0,0.0,0,0.0,1,83791.26,2,19941.0,5,22287.0,2,96276.41,0,0.0,0,0.0,0,0.0,0,0,1,51,1,0,0,1,0,5,22287.0,0,0.0,142,0,1,0,0,454922.24,-1491,,0.0,0.0,0.0,,,505469.16,,,0,0.0,,,343,,,,0.0,0,0,454922.24,-1856,,94141.12,110427.53,0.0,75276.09,0.0,505469.16,0.0,0.0,0,0.0,-65000.69,0.0,343,75276.09,16,0,7448.55,CONTINUA
621617476,202101,1,0,0,42,190,-3195.75,-8602.92,592.78,-3958.93,729.14,7,1,1,0.0,-3638.86,2,24007.54,0.0,41046.37,1,75669.36,1,14,21528.26,1,28,31871.28,1,6,8409.02,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,2,63469.85,0.0,0,0,0.0,1,175.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,,0,0.0,8,592.78,0,0,0.0,0,0.0,2,28062.94,0,0.0,2,703.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,2,703.8,119,0,1,0,0,177357.6,-272,,8535.15,8535.15,0.0,2346.0,0.0,197064.0,0.0,0,4,0.0,-2782.77,0.0,3024,2346.0,1,0,656.88,0,0,177357.6,-1002,,27578.31,32349.35,0.0,175.83,0.0,197064.0,0.0,0.0,4,0.0,-31081.15,0.0,3024,175.83,1,0,3331.32,CONTINUA
