probabilidad,ganancia_acumulada,cliente_ordenado
-0.00017075439212983277,73520000.0,123
0.029117867302160653,73500000.0,124
0.044092255299298014,74280000.0,125
-0.007625588840110551,74260000.0,126
0.0009040075621784365,74240000.0,127
0.00017901414132428194,74220000.0,128
0.0007695754212834466,74200000.0,129
-0.00021329765887268743,74980000.0,130
-0.0027175040607399785,75760000.0,131
0.0004299895090120728,75740000.0,132
-0.00119482215039367,76520000.0,133
-0.0006333018248695465,77300000.0,134
-0.0014801010895737076,78080000.0,135
0.02258183393815769,78860000.0,136
0.010974359783926248,79640000.0,137
-0.0012793720980206526,80420000.0,138
0.0131210880029876,81200000.0,139
0.0024879101276611163,81980000.0,140
-0.0004045797599094614,82760000.0,141
-0.0005726235851953041,83540000.0,142
0.002252842061965115,84320000.0,143
0.010183954996922047,85100000.0,144
0.0016785070562635633,85080000.0,145
0.004995618852006676,85860000.0,146
-0.005717068915411236,85840000.0,147
-0.0031641859189225244,86620000.0,148
-0.00018912964105068894,87400000.0,149
0.01618161003956469,88180000.0,150
0.0006029532828445293,88160000.0,151
0.0026285593650569182,88140000.0,152
0.0020176969922776128,88920000.0,153
0.010658731187323767,88900000.0,154
0.004833188477563425,89680000.0,155
0.000289700985237934,90460000.0,156
0.06562496401403922,90440000.0,157
0.29496917466069067,91220000.0,158
0.0021342166977910138,92000000.0,159
0.03015123151781265,92780000.0,160
0.002935723222074505,93560000.0,161
0.0006235566513656742,94340000.0,162
0.01219788732367467,94320000.0,163
0.0029583308110880243,95100000.0,164
0.0014501980676187786,95880000.0,165
0.042424373333026046,96660000.0,166
-0.0022482764623879977,97440000.0,167
-0.0004389036395845958,98220000.0,168
0.01504450576026715,99000000.0,169
0.008148469801946147,99780000.0,170
0.05151097615606662,99760000.0,171
-0.00028340672831239384,100540000.0,172
0.005945243840295717,100520000.0,173
0.002515093807877866,101300000.0,174
-0.001198084320621131,102080000.0,175
-0.0002878993967996803,102060000.0,176
-0.0008852120077760701,102040000.0,177
-0.0008524610303953486,102820000.0,178
0.02240080548022405,102800000.0,179
0.009059174623276661,102780000.0,180
0.08890033908305914,102760000.0,181
-0.0008466455834381426,102740000.0,182
0.06711844253478685,102720000.0,183
0.003694546070692376,102700000.0,184
0.12318735988081958,103480000.0,185
0.0019335611242846365,104260000.0,186
0.027649843295407425,104240000.0,187
0.01566833270781129,105020000.0,188
0.00036318791451270884,105000000.0,189
-0.0015519369937483382,105780000.0,190
-0.027539890711287436,106560000.0,191
0.0005851742960774867,107340000.0,192
0.015241644053575119,107320000.0,193
0.03422338812789881,108100000.0,194
0.004499731510062295,108880000.0,195
-0.0002695016717331842,109660000.0,196
-0.0008753925591391182,109640000.0,197
0.001412189971331496,110420000.0,198
-0.00020328172472907952,111200000.0,199
0.03556537274113429,111180000.0,200
0.01807273058264747,111960000.0,201
-0.0023339264761710323,111940000.0,202
0.0003869026548959021,112720000.0,203
0.0012603741170341758,113500000.0,204
0.0006883380904653923,113480000.0,205
0.06700340172181626,114260000.0,206
-0.0020131330705504174,115040000.0,207
-0.0016786870094420707,115020000.0,208
0.008069203813524058,115800000.0,209
-0.00012437577030182604,116580000.0,210
-6.639878634501652e-05,117360000.0,211
-0.0013130645435128169,118140000.0,212
0.0009862784366105907,118920000.0,213
0.0023277788991267804,119700000.0,214
-0.0012779087117421122,120480000.0,215
2.4798874400942943e-05,121260000.0,216
0.004698431934778105,122040000.0,217
0.001305707031634459,122020000.0,218
0.0017286497680719713,122000000.0,219
-0.0003993500804329242,121980000.0,220
0.0005217001306366253,122760000.0,221
0.0006122799887801403,122740000.0,222
0.002764167838053322,123520000.0,223
0.016617255694036524,123500000.0,224
0.015842537408470234,123480000.0,225
0.0027411394307865094,124260000.0,226
0.0014350250361279868,125040000.0,227
0.00012998480533810125,125820000.0,228
-0.0009594004739012789,125800000.0,229
0.005392531868562381,126580000.0,230
0.0008775006912271523,127360000.0,231
-0.0011193795696165982,127340000.0,232
-0.00011899788146628451,128120000.0,233
-0.0029916405699176732,128100000.0,234
0.00033537230706780875,128080000.0,235
0.002028628758974599,128860000.0,236
0.0006202828801264457,128840000.0,237
-0.004315870076797586,129620000.0,238
0.0035130885238794833,129600000.0,239
0.024279260387404366,130380000.0,240
0.0033558381768640775,131160000.0,241
-0.0003500033826279381,131140000.0,242
0.01868786216966834,131920000.0,243
0.004711826229879923,132700000.0,244
-0.0006744749380938163,132680000.0,245
0.002751135993962775,133460000.0,246
-0.0032957554783624317,134240000.0,247
3.060789707003082e-05,134220000.0,248
0.007893191246669456,135000000.0,249
0.020348683821316868,135780000.0,250
9.444084257453665e-05,135760000.0,251
-0.00043485545905266426,135740000.0,252
0.0006359221500791585,136520000.0,253
0.012653229850425858,137300000.0,254
-0.0036177387291506068,137280000.0,255
0.0054395458026364465,138060000.0,256
0.0062370996256615385,138840000.0,257
0.018582312031419666,139620000.0,258
0.10782865817744532,140400000.0,259
0.002076651763412743,140380000.0,260
0.02749702404614279,141160000.0,261
-0.0044923118945333525,141940000.0,262
0.008558746145397282,142720000.0,263
-0.003488325888733539,142700000.0,264
0.008886944157078705,143480000.0,265
0.005497363182361197,144260000.0,266
0.017460494193183438,145040000.0,267
0.0014062271987521635,145820000.0,268
-0.006770595659546185,145800000.0,269
0.019038862912709786,145780000.0,270
0.02353812611515278,145760000.0,271
0.0007679777482046819,146540000.0,272
0.09246665416887115,147320000.0,273
0.014218410651402844,148100000.0,274
0.04037065875491336,148080000.0,275
-0.006962972648077068,148860000.0,276
0.016349469557987207,148840000.0,277
-0.005046806150020832,149620000.0,278
-7.437606669174934e-05,150400000.0,279
0.008086710405747065,151180000.0,280
-1.3983684012424546e-05,151960000.0,281
0.0062329199372119165,151940000.0,282
0.002331485099310155,152720000.0,283
0.015697925196055614,153500000.0,284
-0.0016795547953256198,153480000.0,285
0.022154475034138504,153460000.0,286
-0.000520161567082342,154240000.0,287
0.009547481961532874,154220000.0,288
0.0005134577086171458,155000000.0,289
0.006727660813029842,155780000.0,290
0.004248797935450503,155760000.0,291
-0.0003869544537211436,156540000.0,292
-0.0005618538014558526,157320000.0,293
0.07911894315423264,158100000.0,294
0.0983270767351563,158080000.0,295
0.002672949740753178,158860000.0,296
0.004103979730418304,159640000.0,297
0.0015278313579073668,159620000.0,298
0.003995637259999945,159600000.0,299
0.002447829732812639,160380000.0,300
-0.00155996943213694,161160000.0,301
0.0006918611207065325,161140000.0,302
0.08244695854226242,161920000.0,303
-0.0015774459003579802,162700000.0,304
0.002488763364939374,162680000.0,305
0.0021095237743326708,162660000.0,306
0.0012242600641616506,163440000.0,307
-5.88311832560451e-05,164220000.0,308
1.833067099026056e-05,165000000.0,309
0.00309218755877655,165780000.0,310
0.0013903688302016994,165760000.0,311
0.09309316928573645,165740000.0,312
0.014818149296287018,166520000.0,313
-0.0033417664774628994,167300000.0,314
-9.469395120947643e-05,168080000.0,315
0.0024427686596187556,168060000.0,316
0.017140635937499014,168040000.0,317
0.00855981917733356,168820000.0,318
0.010477254396718271,169600000.0,319
0.0009081849767377148,170380000.0,320
-0.004618031049750797,170360000.0,321
-0.0032805167864422865,170340000.0,322
0.00411448111276635,170320000.0,323
-0.0004981725675026009,170300000.0,324
-0.0011637543491687585,171080000.0,325
0.0029648181152257904,171860000.0,326
0.00030795235395044383,172640000.0,327
0.0005103114854090731,172620000.0,328
-5.102568599732769e-05,172600000.0,329
-0.024748272725658948,172580000.0,330
-0.0036790894870580146,173360000.0,331
-5.526861971819755e-05,174140000.0,332
0.18024016575427831,174920000.0,333
0.0088205843880328,174900000.0,334
0.014504268587785479,175680000.0,335
0.04986369772080218,175660000.0,336
-0.0021421366903400765,175640000.0,337
-0.00043031893785634343,175620000.0,338
0.017909788385385084,175600000.0,339
0.02188115300765898,175580000.0,340
0.005932390575957533,175560000.0,341
-0.0020117130673623093,176340000.0,342
-0.0012940207723344008,176320000.0,343
0.00023376837266757885,176300000.0,344
0.03174511939862444,176280000.0,345
0.009034569019630878,176260000.0,346
0.012147225158080237,177040000.0,347
-0.0008711232821990927,177020000.0,348
0.01570456427912702,177000000.0,349
0.102302210803705,176980000.0,350
0.0019267874319777371,176960000.0,351
0.015740252280168315,177740000.0,352
0.013273335409796038,178520000.0,353
0.0455854047011968,179300000.0,354
0.0012175190600363214,179280000.0,355
-0.00034051917187057307,180060000.0,356
0.01704251308409613,180040000.0,357
0.0039223852656304105,180820000.0,358
0.0009122577435861067,181600000.0,359
0.0006539102226813968,181580000.0,360
0.0012295214245860331,182360000.0,361
0.14655008283340565,182340000.0,362
0.012722570901177923,183120000.0,363
0.0005775876427218078,183900000.0,364
-0.0011611984984408006,183880000.0,365
0.026537437056379287,184660000.0,366
-0.0007907006122803877,184640000.0,367
0.004537776375600102,184620000.0,368
0.015586253057258559,185400000.0,369
-1.9864086879895424e-05,186180000.0,370
0.004233307488149285,186960000.0,371
0.009511236804560385,187740000.0,372
0.005706803710130768,188520000.0,373
0.00023970473508442994,189300000.0,374
1.1224409338175616e-05,189280000.0,375
0.03772231541824337,190060000.0,376
-0.0007160416625368974,190840000.0,377
-0.0006527529539000686,190820000.0,378
0.005282463418032203,191600000.0,379
0.001762621183890422,191580000.0,380
0.002108967953544738,191560000.0,381
-0.004093848457869086,191540000.0,382
0.00030105188224814833,192320000.0,383
0.009454716463751517,193100000.0,384
0.002843169321494049,193080000.0,385
0.0002198441731704207,193860000.0,386
0.005096858588149607,194640000.0,387
-0.0008721290774028034,194620000.0,388
0.006393536371966607,194600000.0,389
-0.0007196478813354845,194580000.0,390
-0.00010236510181653213,194560000.0,391
0.2769525808243653,195340000.0,392
-0.0014337900420625114,195320000.0,393
0.006075330667606814,195300000.0,394
0.00035903369753145125,195280000.0,395
0.0028438637101250485,196060000.0,396
0.09356316152040699,196040000.0,397
0.03600091917239757,196820000.0,398
-0.00192063030460055,196800000.0,399
0.0005658617702419058,197580000.0,400
0.0013537750681006798,197560000.0,401
0.0008545070858672171,198340000.0,402
0.021342519397994794,198320000.0,403
0.0717658533696646,199100000.0,404
0.0003033806110423427,199880000.0,405
0.007886810091623434,199860000.0,406
-0.0003895177626063449,200640000.0,407
-0.006818156562998559,201420000.0,408
0.0005700423932007363,201400000.0,409
0.03810915057458675,201380000.0,410
0.001596222376270298,201360000.0,411
0.0007292579240845002,201340000.0,412
0.007699881620831008,201320000.0,413
-0.002540435748778172,202100000.0,414
0.000273997055928109,202080000.0,415
-0.004932844524194985,202060000.0,416
-0.00214848332577263,202040000.0,417
-0.0007437991882485812,202020000.0,418
-0.0026714585739734046,202800000.0,419
0.0004946850825855588,203580000.0,420
0.0005424406910990041,203560000.0,421
0.0058456289488307,203540000.0,422
0.0034474089830811307,204320000.0,423
0.07599900320279478,205100000.0,424
-0.008037760927173662,205880000.0,425
0.0036991745362000405,205860000.0,426
-0.000622348237263384,206640000.0,427
-0.00041249696892480957,206620000.0,428
0.00022110812791428544,207400000.0,429
0.0025670201457718505,208180000.0,430
0.004441603190101403,208160000.0,431
0.0011256591758354439,208940000.0,432
-0.0024498445062544304,209720000.0,433
0.0025194860644443752,209700000.0,434
8.80351734675357e-05,210480000.0,435
-0.0008167413907620631,211260000.0,436
0.032293617110267715,211240000.0,437
0.016849645662098345,212020000.0,438
-0.0010177072687181194,212800000.0,439
0.0017603541911803897,213580000.0,440
0.001162463115740252,213560000.0,441
0.008132099844445701,214340000.0,442
0.00879454935796009,214320000.0,443
0.01031602567543782,215100000.0,444
0.0003202381715834156,215880000.0,445
8.350450208190205e-05,215860000.0,446
0.005919492372816962,215840000.0,447
0.0012639681071915064,215820000.0,448
0.0052920902786244145,216600000.0,449
-0.0005183118563581777,217380000.0,450
-0.00098456050172293,218160000.0,451
-0.00026420871365567285,218140000.0,452
-0.0016605076477775398,218920000.0,453
-0.0033682929659181074,218900000.0,454
-0.0001349748992126434,218880000.0,455
-0.0011304601199789578,219660000.0,456
0.00044369238495092333,220440000.0,457
0.0006681183864915828,220420000.0,458
0.00022676194441421997,221200000.0,459
0.013925123411012225,221980000.0,460
0.019091082116381167,221960000.0,461
0.012784980740388118,222740000.0,462
0.0015328469659708426,223520000.0,463
-0.000658123740570225,223500000.0,464
0.005723876945100507,223480000.0,465
-0.0002467427362910354,224260000.0,466
0.01379610842419021,224240000.0,467
0.004288827718317867,225020000.0,468
0.012679962617056213,225800000.0,469
-0.0036227465660365245,225780000.0,470
0.014840770837631296,225760000.0,471
0.01308060011328839,225740000.0,472
0.008271316341641063,226520000.0,473
0.03853185558591833,226500000.0,474
0.004141250170122437,226480000.0,475
9.712813407935695e-05,227260000.0,476
0.0014105263147295975,228040000.0,477
-0.000241797475520377,228820000.0,478
0.005683144474878837,229600000.0,479
-0.00018678727709322586,229580000.0,480
0.007093672668541868,230360000.0,481
0.006370514484598541,231140000.0,482
0.00047406733772776774,231120000.0,483
6.404073261976968e-05,231900000.0,484
-0.001516394062778651,232680000.0,485
0.05729897634112287,233460000.0,486
-0.0034908654711720923,233440000.0,487
0.035204325605745705,233420000.0,488
0.0006899743056314239,234200000.0,489
0.0011154455152163265,234180000.0,490
0.00030129485145972225,234960000.0,491
-0.0010100709174534234,235740000.0,492
-0.00021685438652529023,235720000.0,493
0.003691393278270155,235700000.0,494
0.011455117453568657,236480000.0,495
0.07272231601915884,236460000.0,496
0.0017563113093596282,237240000.0,497
0.010998996223689706,238020000.0,498
0.003952725336334197,238000000.0,499
-0.00011944690270213093,238780000.0,500
-0.014220114890308415,238760000.0,501
-4.869284833936912e-05,239540000.0,502
-0.000909793755113658,240320000.0,503
0.09812287569002258,240300000.0,504
-0.00650509729213704,240280000.0,505
0.0036779630895083727,240260000.0,506
0.00018242806616868533,241040000.0,507
-0.00019014039769499843,241020000.0,508
0.003423150002407433,241000000.0,509
0.0010505877404126235,241780000.0,510
-0.0057520619592189536,242560000.0,511
0.0005716750859585878,242540000.0,512
0.007643184934213276,242520000.0,513
0.004531801979425793,242500000.0,514
-0.0018469749728346595,242480000.0,515
-0.005742836699580529,242460000.0,516
0.015167682476420022,243240000.0,517
0.03821255016796412,244020000.0,518
0.0034328626906776896,244000000.0,519
0.0011151390031772178,243980000.0,520
0.258547001086654,243960000.0,521
0.0016505521723897323,243940000.0,522
0.004940571184896868,244720000.0,523
0.01120379709403817,245500000.0,524
-0.0010100126169580981,245480000.0,525
0.0004461531831991916,246260000.0,526
0.0310494799811148,246240000.0,527
-0.0018313338627202157,246220000.0,528
-0.00014017774832969051,246200000.0,529
0.00019918213578747984,246180000.0,530
0.0005727613126093106,246960000.0,531
0.00044053124458419326,246940000.0,532
0.0017317067969997214,246920000.0,533
-0.0012309867862085482,247700000.0,534
0.0024766046751647014,248480000.0,535
0.004859101644337446,248460000.0,536
-0.01168420546139198,248440000.0,537
0.11324437380544271,248420000.0,538
0.02821075525446461,249200000.0,539
0.009954869973305006,249180000.0,540
0.0006433068251706037,249160000.0,541
-0.00022804148766940001,249940000.0,542
0.0034385334592314156,249920000.0,543
0.20391812368682788,249900000.0,544
0.062069320367196416,249880000.0,545
-4.650759566318687e-06,249860000.0,546
0.020675548795910503,249840000.0,547
0.0005614151001409128,249820000.0,548
0.07381437954784836,250600000.0,549
0.015394117518057696,250580000.0,550
0.0018874910652375717,250560000.0,551
3.478801321103725e-05,250540000.0,552
0.00019762481091819303,250520000.0,553
-0.00015288601691695238,251300000.0,554
-0.0014189557846793054,252080000.0,555
-0.0026186382659834735,252860000.0,556
-6.997649899772795e-05,252840000.0,557
0.00024166950490317569,253620000.0,558
0.022271705917148606,253600000.0,559
0.06308198683136317,253580000.0,560
0.0015237059124171672,253560000.0,561
-0.004244823960691031,254340000.0,562
-0.006439805020264377,254320000.0,563
0.0018778058921932878,254300000.0,564
-0.002506865232453723,255080000.0,565
8.107828022952182e-05,255860000.0,566
-0.0010342109752256882,256640000.0,567
0.02552323087089034,256620000.0,568
0.001940189273000264,257400000.0,569
-0.004721630883283044,257380000.0,570
0.00099979010543071,258160000.0,571
-0.00998233982263012,258140000.0,572
-0.002580340031526036,258920000.0,573
0.017026192576770478,259700000.0,574
-0.0006355528280774423,259680000.0,575
-0.0007441756114410121,259660000.0,576
0.0203558257498105,259640000.0,577
0.0005248846154465386,260420000.0,578
0.0007766419565364322,261200000.0,579
0.010319752757163056,261980000.0,580
0.0005607255182522155,262760000.0,581
0.0017105363249704895,262740000.0,582
0.00023144174820486103,263520000.0,583
-0.011073004355337718,264300000.0,584
0.0008835901423488704,264280000.0,585
0.0006075339314703515,265060000.0,586
3.886413602570418e-05,265840000.0,587
0.003673551438414098,265820000.0,588
0.001957170112728464,266600000.0,589
0.10995971247410236,267380000.0,590
0.007809309143137687,268160000.0,591
-0.0008060072333502049,268140000.0,592
-0.0002348011360182926,268120000.0,593
-0.005585879115675318,268100000.0,594
0.0015482481335544983,268880000.0,595
0.0015829953074291024,268860000.0,596
0.6924031878555987,268840000.0,597
0.07022613822835602,269620000.0,598
0.0035072665687358572,270400000.0,599
-0.0005192183848996808,270380000.0,600
-0.0010906302300057887,271160000.0,601
0.004486023911867151,271140000.0,602
0.0005721832034744293,271120000.0,603
0.03592810979112412,271900000.0,604
0.00020576051003732434,272680000.0,605
0.01741030196867028,273460000.0,606
0.0020506152717407566,273440000.0,607
-0.0004979636975131164,274220000.0,608
0.03058380376071877,274200000.0,609
-0.0005127011986194562,274980000.0,610
0.0016235820797917645,274960000.0,611
-0.00010711857196804813,274940000.0,612
0.011855969478285574,274920000.0,613
-8.943131091802652e-05,274900000.0,614
0.04011429947382936,274880000.0,615
-0.0011460696353384166,274860000.0,616
-0.0011257833105035133,274840000.0,617
0.0008406649752670147,275620000.0,618
0.0002229517524946674,275600000.0,619
0.0003909357577025193,276380000.0,620
0.0004095333540311724,276360000.0,621
0.013162868132947992,277140000.0,622
-0.0003614148008445284,277120000.0,623
-0.0005370501228390975,277900000.0,624
0.010057240132169019,277880000.0,625
-0.004134615877762472,278660000.0,626
0.000864400491083289,279440000.0,627
0.009880284407507083,279420000.0,628
0.0005479938031881665,280200000.0,629
0.006622969832292451,280180000.0,630
0.0005986517918456556,280960000.0,631
0.0020381828074864856,280940000.0,632
0.0042843222475145186,280920000.0,633
0.01640936766533118,281700000.0,634
0.013951041419667255,282480000.0,635
0.015896100963137032,283260000.0,636
-8.911210220260808e-05,284040000.0,637
0.00032318033029274634,284820000.0,638
0.00041223476163552454,284800000.0,639
9.811787448919451e-05,284780000.0,640
-0.0003420602424615303,285560000.0,641
0.000630932280213299,285540000.0,642
0.0007864253152214599,286320000.0,643
-0.0019289067241936371,287100000.0,644
-0.000737879119305536,287880000.0,645
-6.81388847809042e-05,288660000.0,646
0.0006789966956816067,289440000.0,647
-0.0001356777535547011,289420000.0,648
-0.00040983707079071766,290200000.0,649
0.008971914091199063,290980000.0,650
0.0704352208848036,291760000.0,651
0.0044149348751530435,291740000.0,652
0.0018020044206114754,292520000.0,653
-0.000319285825192297,293300000.0,654
0.0008205011717348417,293280000.0,655
0.0023582078922008004,293260000.0,656
-0.000261004079003785,294040000.0,657
-0.0008418240601765792,294820000.0,658
-0.0005247156070321656,294800000.0,659
0.01206764046127001,294780000.0,660
0.0042131105101798,294760000.0,661
-0.00028292131835274146,294740000.0,662
-0.00034620093668836485,294720000.0,663
0.0020838642068100877,294700000.0,664
-0.004680970134930071,294680000.0,665
-0.012584424704231722,295460000.0,666
0.05583277570864165,295440000.0,667
0.006902923673827449,295420000.0,668
0.0037932758586204,296200000.0,669
-0.00043986288288602526,296180000.0,670
0.0025537983390594553,296160000.0,671
0.0025313840834591986,296140000.0,672
0.012212967871937253,296920000.0,673
-0.0008570576737081738,296900000.0,674
0.0002298791952848264,297680000.0,675
0.003303549172662201,298460000.0,676
0.0044413907783476285,299240000.0,677
0.001711679249608575,299220000.0,678
-8.031800461032855e-06,299200000.0,679
-0.007906820488594105,299980000.0,680
0.005920904291498481,299960000.0,681
-0.00018252410475950122,299940000.0,682
0.00456330799225659,300720000.0,683
0.0010783304925433852,301500000.0,684
-0.0018497340089863132,301480000.0,685
0.032000395561509194,301460000.0,686
0.012208036053801505,301440000.0,687
0.0001792141196231985,301420000.0,688
0.026756493255778366,302200000.0,689
-0.0011333629263476706,302980000.0,690
0.0005801223966758753,303760000.0,691
0.12360940419132976,303740000.0,692
-0.0025346094410673534,304520000.0,693
0.007012855128437301,304500000.0,694
0.010919974643444238,304480000.0,695
0.1168530262296273,304460000.0,696
-0.0036027303663174583,305240000.0,697
0.02107047124190043,305220000.0,698
0.02629618418382777,305200000.0,699
0.0021646881533578253,305180000.0,700
0.00015297000178451657,305160000.0,701
0.03745740912964866,305140000.0,702
0.004411397778255573,305120000.0,703
0.0004888599718308332,305100000.0,704
0.008118517428792965,305080000.0,705
0.03476418105112975,305860000.0,706
-0.00042549387902900154,305840000.0,707
-0.00011903481492663401,305820000.0,708
0.008711877611819258,305800000.0,709
-0.00045602449196419234,306580000.0,710
0.0001270876167884074,306560000.0,711
1.270112228911536e-05,306540000.0,712
0.002128079045530502,306520000.0,713
0.002588551909291499,306500000.0,714
-0.0005127332411045731,306480000.0,715
-0.0020033689458288937,307260000.0,716
0.03988045232624914,308040000.0,717
0.0015652112944578354,308020000.0,718
0.004612105671361119,308000000.0,719
0.004134377050014461,307980000.0,720
0.06997303677719614,307960000.0,721
6.25061867111193e-05,307940000.0,722
0.023458186067588777,308720000.0,723
0.008038869202507341,308700000.0,724
-0.0012694847527006824,309480000.0,725
0.001902380867638947,310260000.0,726
0.0003564358631680683,310240000.0,727
0.0003551774409820892,311020000.0,728
0.0016200638883864798,311800000.0,729
8.64385139296932e-05,312580000.0,730
0.000695164700785801,313360000.0,731
0.0013913251741344943,313340000.0,732
0.0006354290767310807,313320000.0,733
0.004615375002825839,313300000.0,734
0.00022003569599554954,313280000.0,735
0.008587850792612336,313260000.0,736
0.005068876467029183,313240000.0,737
-0.00045758427781878173,314020000.0,738
0.0002370943406541882,314800000.0,739
0.011609466926495622,315580000.0,740
0.00570274464272426,316360000.0,741
0.012839540610045486,316340000.0,742
0.014353926033928285,317120000.0,743
0.033159142339466076,317100000.0,744
0.00021214115445197945,317080000.0,745
0.0034260473050336904,317860000.0,746
0.018997013993975388,318640000.0,747
3.4561774428202864e-05,318620000.0,748
-0.01492801403555752,318600000.0,749
0.012796911991419932,318580000.0,750
-6.095848922657537e-05,318560000.0,751
0.0013888749531820739,319340000.0,752
0.41785385452230595,319320000.0,753
0.006250210380038604,319300000.0,754
0.0021095745026863434,319280000.0,755
0.003082763673822233,319260000.0,756
0.001646837761455371,319240000.0,757
0.37087610224399536,319220000.0,758
0.009756179092381622,319200000.0,759
-0.0038500041515982467,319980000.0,760
-0.00019465358016017108,319960000.0,761
-0.001111342711878375,319940000.0,762
0.01905053493586354,319920000.0,763
4.071393610205313e-05,319900000.0,764
0.018474762660208,320680000.0,765
0.09539279411122724,321460000.0,766
-0.0018842478063244947,321440000.0,767
0.002730618086540233,321420000.0,768
-0.0016769479418701173,321400000.0,769
0.0011267099328540905,321380000.0,770
0.0046003367976737725,321360000.0,771
0.0020520726514713216,321340000.0,772
0.03332982115162641,322120000.0,773
-7.955635342501237e-05,322900000.0,774
-0.0025793761124622352,323680000.0,775
-0.0013732651259678848,324460000.0,776
-0.0003459880649903688,325240000.0,777
0.008024500898317168,326020000.0,778
0.00884129878934218,326800000.0,779
-0.00016011448344427985,326780000.0,780
